name,length,theme,rationale,ideation_quality,crates_io,debian,debian_collision,homebrew,homebrew_collision,npm,crates_url,debian_search_url,homebrew_search_url,npm_url
deye,4,nautical-fastening,Specialist nautical fastening or anchor hardware,5,available,available,,available,,occupied,https://crates.io/crates/deye,https://packages.debian.org/search?keywords=deye&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=deye,https://www.npmjs.com/package/deye
emend,5,review,"Review, critique, discussion, or a second look",5,available,available,,available,,occupied,https://crates.io/crates/emend,https://packages.debian.org/search?keywords=emend&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=emend,https://www.npmjs.com/package/emend
essai,5,classical,"Classical or cross-language root for seeing, testing, or judging",5,available,available,,available,,occupied,https://crates.io/crates/essai,https://packages.debian.org/search?keywords=essai&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=essai,https://www.npmjs.com/package/essai
gage,4,metrology,A fixed reference or pass/fail measurement,5,available,available,,available,,occupied,https://crates.io/crates/gage,https://packages.debian.org/search?keywords=gage&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=gage,https://www.npmjs.com/package/gage
infix,5,persistence,Staying attached to the same underlying content,5,available,available,,available,,occupied,https://crates.io/crates/infix,https://packages.debian.org/search?keywords=infix&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=infix,https://www.npmjs.com/package/infix
inkit,5,review-slang,Developer-review vocabulary or compact critique coinage,5,available,available,,available,,occupied,https://crates.io/crates/inkit,https://packages.debian.org/search?keywords=inkit&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=inkit,https://www.npmjs.com/package/inkit
kolla,5,classical,"Classical or cross-language root for seeing, testing, or judging",5,available,available,,available,,occupied,https://crates.io/crates/kolla,https://packages.debian.org/search?keywords=kolla&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=kolla,https://www.npmjs.com/package/kolla
markr,5,review-slang,Developer-review vocabulary or compact critique coinage,5,available,available,,available,,occupied,https://crates.io/crates/markr,https://packages.debian.org/search?keywords=markr&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=markr,https://www.npmjs.com/package/markr
marl,4,nautical-fastening,Specialist nautical fastening or anchor hardware,5,available,available,,available,,occupied,https://crates.io/crates/marl,https://packages.debian.org/search?keywords=marl&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=marl,https://www.npmjs.com/package/marl
moor,4,anchoring,"Fastening, persistence, or content anchoring",5,available,occupied,binary forky; binary sid; source archive,occupied,formula,occupied,https://crates.io/crates/moor,https://packages.debian.org/search?keywords=moor&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=moor,https://www.npmjs.com/package/moor
nitty,5,review-slang,Developer-review vocabulary or compact critique coinage,5,available,available,,available,,occupied,https://crates.io/crates/nitty,https://packages.debian.org/search?keywords=nitty&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=nitty,https://www.npmjs.com/package/nitty
palp,4,inspection-rare,"Close examination, screening, or diagnostic work",5,available,occupied,binary bookworm; binary bullseye; binary forky; binary sid; binary trixie; source archive,available,,available,https://crates.io/crates/palp,https://packages.debian.org/search?keywords=palp&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=palp,https://www.npmjs.com/package/palp
peer,4,review,"Review, critique, discussion, or a second look",5,available,available,,available,,occupied,https://crates.io/crates/peer,https://packages.debian.org/search?keywords=peer&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=peer,https://www.npmjs.com/package/peer
prova,5,classical,"Classical or cross-language root for seeing, testing, or judging",5,available,available,,available,,occupied,https://crates.io/crates/prova,https://packages.debian.org/search?keywords=prova&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=prova,https://www.npmjs.com/package/prova
pruf,4,languages,"Compact root for review, rereading, or scrutiny in another language",5,available,available,,available,,occupied,https://crates.io/crates/pruf,https://packages.debian.org/search?keywords=pruf&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=pruf,https://www.npmjs.com/package/pruf
recto,5,editorial,"Editorial, manuscript, or proofing metaphor",5,available,available,,available,,occupied,https://crates.io/crates/recto,https://packages.debian.org/search?keywords=recto&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=recto,https://www.npmjs.com/package/recto
revu,4,review,"Review, critique, discussion, or a second look",5,available,available,,available,,occupied,https://crates.io/crates/revu,https://packages.debian.org/search?keywords=revu&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=revu,https://www.npmjs.com/package/revu
sigl,4,editorial-marks,Historic proofreading or textual-annotation mark,5,available,available,,available,,occupied,https://crates.io/crates/sigl,https://packages.debian.org/search?keywords=sigl&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=sigl,https://www.npmjs.com/package/sigl
taste,5,cooking,"Cooking, tasting, preparation, or the pass",5,available,available,,available,,occupied,https://crates.io/crates/taste,https://packages.debian.org/search?keywords=taste&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=taste,https://www.npmjs.com/package/taste
tryst,5,council,Peers meeting to discuss and reach judgment,5,available,available,,available,,occupied,https://crates.io/crates/tryst,https://packages.debian.org/search?keywords=tryst&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=tryst,https://www.npmjs.com/package/tryst
witan,5,judgment,"Judgment, approval, standards, or peer collaboration",5,available,available,,available,,occupied,https://crates.io/crates/witan,https://packages.debian.org/search?keywords=witan&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=witan,https://www.npmjs.com/package/witan
amend,5,review,"Review, critique, discussion, or a second look",4,available,available,,available,,occupied,https://crates.io/crates/amend,https://packages.debian.org/search?keywords=amend&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=amend,https://www.npmjs.com/package/amend
aone,4,approval-gate,"A punch list, rating, or permission to proceed",4,available,available,,available,,occupied,https://crates.io/crates/aone,https://packages.debian.org/search?keywords=aone&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=aone,https://www.npmjs.com/package/aone
barge,5,shipping,"Shipping, navigation, readiness, or a quality gate",4,available,available,,available,,occupied,https://crates.io/crates/barge,https://packages.debian.org/search?keywords=barge&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=barge,https://www.npmjs.com/package/barge
dhow,4,shipping,"Shipping, navigation, readiness, or a quality gate",4,available,available,,available,,occupied,https://crates.io/crates/dhow,https://packages.debian.org/search?keywords=dhow&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=dhow,https://www.npmjs.com/package/dhow
frete,5,shipping,"Shipping, navigation, readiness, or a quality gate",4,available,available,,available,,occupied,https://crates.io/crates/frete,https://packages.debian.org/search?keywords=frete&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=frete,https://www.npmjs.com/package/frete
ketch,5,shipping,"Shipping, navigation, readiness, or a quality gate",4,available,available,,available,,occupied,https://crates.io/crates/ketch,https://packages.debian.org/search?keywords=ketch&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ketch,https://www.npmjs.com/package/ketch
opine,5,review,"Review, critique, discussion, or a second look",4,available,available,,available,,occupied,https://crates.io/crates/opine,https://packages.debian.org/search?keywords=opine&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=opine,https://www.npmjs.com/package/opine
savor,5,cooking,"Cooking, tasting, preparation, or the pass",4,available,available,,available,,occupied,https://crates.io/crates/savor,https://packages.debian.org/search?keywords=savor&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=savor,https://www.npmjs.com/package/savor
scar,4,finishing,A flaw or rough remnant found and removed during finishing,4,available,available,,available,,occupied,https://crates.io/crates/scar,https://packages.debian.org/search?keywords=scar&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scar,https://www.npmjs.com/package/scar
scrip,5,metrology,A fixed reference or pass/fail measurement,4,available,available,,available,,occupied,https://crates.io/crates/scrip,https://packages.debian.org/search?keywords=scrip&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=scrip,https://www.npmjs.com/package/scrip
skew,4,finishing,A flaw or rough remnant found and removed during finishing,4,available,available,,available,,occupied,https://crates.io/crates/skew,https://packages.debian.org/search?keywords=skew&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=skew,https://www.npmjs.com/package/skew
snub,4,anchoring,"Fastening, persistence, or content anchoring",4,available,available,,available,,occupied,https://crates.io/crates/snub,https://packages.debian.org/search?keywords=snub&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=snub,https://www.npmjs.com/package/snub
thing,5,council,Peers meeting to discuss and reach judgment,4,available,available,,available,,occupied,https://crates.io/crates/thing,https://packages.debian.org/search?keywords=thing&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=thing,https://www.npmjs.com/package/thing
trial,5,review,"Review, critique, discussion, or a second look",4,available,available,,available,,occupied,https://crates.io/crates/trial,https://packages.debian.org/search?keywords=trial&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=trial,https://www.npmjs.com/package/trial
ack,3,review,"Review, critique, discussion, or a second look",3,available,occupied,binary bookworm; binary bullseye; binary forky; binary sid; binary trixie; source archive,occupied,formula,occupied,https://crates.io/crates/ack,https://packages.debian.org/search?keywords=ack&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=ack,https://www.npmjs.com/package/ack
annot,5,review,"Review, critique, discussion, or a second look",3,available,available,,available,,occupied,https://crates.io/crates/annot,https://packages.debian.org/search?keywords=annot&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=annot,https://www.npmjs.com/package/annot
apt,3,inspection,"Looking closely, measuring, testing, or finding defects",3,available,occupied,binary bookworm; binary bullseye; binary forky; binary sid; binary trixie; source archive,occupied,formula,occupied,https://crates.io/crates/apt,https://packages.debian.org/search?keywords=apt&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=apt,https://www.npmjs.com/package/apt
baste,5,cooking,"Cooking, tasting, preparation, or the pass",3,available,available,,available,,occupied,https://crates.io/crates/baste,https://packages.debian.org/search?keywords=baste&searchon=names&suite=all&section=all,https://formulae.brew.sh/search?q=baste,https://www.npmjs.com/package/baste
